operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.452952,-99.158166",4888800.0,MXN,4845723.38,257634.76,,530.0,,9224.150943396226,,,,http://cuauhtemoc.properati.com.mx/r9zo_venta_casa_cuauhtemoc_remates-bancarios_esv
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.342911,-99.224472",706447.0,MXN,700222.21,37229.03,,90.0,,7849.411111111111,,,,http://alvaro-obregon.properati.com.mx/r3ig_venta_casa_alvaro-obregon_av-desierto-de-los-leones_4855_ivonne-santillan
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.491083,-99.07564",2230000.0,MXN,2209826.65,117490.85,,120.0,,18583.33333333333,,,,http://san-felipe-de-jesus.properati.com.mx/lf6d_venta_casa_san-felipe-de-jesus_coyuca_139_jose-camacho
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1016611.0,USD,19120927.99,1016611.0,149.0,149.0,6822.892617449665,6822.892617449665,,,,http://miguel-hidalgo-df.properati.com.mx/p7p4_venta_departamento_miguel-hidalgo_ingenia-bienes-raices
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.4024128,-99.0953907",1345000.0,MXN,1333148.73,70880.12,56.0,56.0,1265.7164285714284,24017.85714285714,,,,http://iztacalco.properati.com.mx/r6gm_venta_departamento_iztacalco_ith-inmobiliaria
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.35782,-99.149406",1295000.0,MXN,1283284.95,68228.99,,80.0,,16187.5,,,,http://benito-juarez.properati.com.mx/qvop_venta_departamento_benito-juarez_filipinas_1225_fernando-vazquez_act
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.504985,-99.208557",460000.0,MXN,455838.66,24235.78,,60.0,,7666.666666666667,,,,http://prados-del-rosario.properati.com.mx/qbag_venta_departamento_prados-del-rosario_hacienda-de-narvarte_161_ubaldo-velasco
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.376792,-99.153132",4900000.0,MXN,4855673.26,258163.77,,120.0,,40833.333333333336,,,,http://benito-juarez.properati.com.mx/mmcg_venta_departamento_benito-juarez_monte-alban_583_alesio-ricoy-berlanga
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1541659192,-86.8471578694",580000.0,MXN,574753.15,30558.16,0.0,99.0,,5858.585858585859,,,,http://cancun.properati.com.mx/hzci_venta_departamento_cancun
sell,house,|Venustiano Carranza|Distrito Federal|México|,"19.433895,-99.091159",1700000.0,MXN,1684621.29,89567.02,,220.0,,7727.272727272727,,,,http://venustiano-carranza.properati.com.mx/mv9r_venta_casa_venustiano-carranza_oriente-178_399_omar-flores
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.354219,-99.126244",1786800.0,MXN,1770635.95,94140.2,,50.0,,35736.0,,,,http://prado-churubusco.properati.com.mx/pm05_venta_departamento_prado-churubusco_centauro_0_remates-hipotecarios-area-comercial
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.439716,-99.152892",662025.0,MXN,656035.96,34879.76,,16.0,,41376.5625,,,,http://cuauhtemoc.properati.com.mx/ld83_venta_departamento_cuauhtemoc_buenavista_10_alfa-elite
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.543273,-99.148777",706500.0,MXN,700108.79,37223.0,,90.0,,7850.0,,,,http://zona-escolar.properati.com.mx/p855_venta_casa_zona-escolar_francisco-villa_0_ricardo-bahena-leyte
sell,house,|Tlalpan|Distrito Federal|México|,"19.2690778853,-99.2035388947",2500000.0,MXN,2477971.72,131747.44,331.0,150.0,398.02851963746224,16666.666666666668,2.0,,,http://tlalpan.properati.com.mx/otqg_venta_casa_tlalpan_redhabitat-servicios-inmobiliarios-profesionales-s-a-de-c-v
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",1750000.0,USD,32914875.0,1750000.0,,734.0,,2384.196185286104,,,,http://lomas-de-chapultepec-miguel-hidalgo.properati.com.mx/hqek_venta_departamento_lomas-de-chapultepec_reforma
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.367728,-99.156645",2699000.0,MXN,2674583.93,142200.81,,90.0,,29988.88888888889,,,,http://benito-juarez.properati.com.mx/iw8p_venta_departamento_benito-juarez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1450000.0,MXN,1436882.88,76395.4,,90.0,,16111.111111111111,,,,http://benito-juarez.properati.com.mx/plhi_venta_departamento_benito-juarez_diagonal-san-antonio_1809_juan-carlos-cruz-bernal
sell,apartment,|Solidaridad|Quintana Roo|México|,,329000.0,USD,6187996.5,329000.0,0.0,0.0,,,,,,http://playa-del-carmen.properati.com.mx/m6ya_venta_departamento_playa-del-carmen_provimsa_cc4
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.430456,-99.1889121",1125000.0,USD,21159562.5,1125000.0,260.0,260.0,4326.923076923077,4326.923076923077,,,,http://miguel-hidalgo-df.properati.com.mx/ndu9_venta_departamento_polanco_match-inmobiliario
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.2745241,-99.1515694",2809200.0,MXN,2810709.32,149438.25,87.0,,1717.6810344827586,,,,,http://tlalpan.properati.com.mx/ocfe_venta_departamento_tlalpan_class
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.376482,-99.2587951",4220000.0,MXN,4182816.29,222389.68,80.0,0.0,2779.871,,,,,http://alvaro-obregon.properati.com.mx/m9le_venta_departamento_alvaro-obregon_m-m-consultores-inmobiliarios
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,947592.0,USD,17822784.13,947592.0,175.0,0.0,5414.811428571428,,,,,http://miguel-hidalgo-df.properati.com.mx/gf2f_venta_departamento_miguel-hidalgo
sell,apartment,|Iztacalco|Distrito Federal|México|,,2490960.0,MXN,2468426.03,131239.92,,254.0,,9806.929133858268,,,,http://iztacalco.properati.com.mx/mswc_venta_departamento_iztacalco_general-julio-garcia_1_juan-jose-hernandez-ramirez
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.431318,-99.218292",,,,,0.0,0.0,,,,,,http://miguel-hidalgo-df.properati.com.mx/r7st_venta_casa_miguel-hidalgo_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.375658,-99.186109",4900000.0,MXN,4855673.26,258163.77,,190.0,,25789.473684210527,,,,http://benito-juarez.properati.com.mx/mjwj_venta_departamento_benito-juarez_extremadura-insurgentes_189_leonardo-cortes
sell,house,|Coyoacán|Distrito Federal|México|,"19.307427366,-99.1170322895",5800000.0,MXN,5748894.57,305654.07,200.0,263.0,1528.27035,22053.2319391635,,,,http://coyoacan.properati.com.mx/qusf_venta_casa_coyoacan_century-21-felix
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39177,-99.159996",1771066.0,MXN,1755044.45,93311.24,,114.0,,15535.666666666666,,,,http://benito-juarez.properati.com.mx/p9fs_venta_departamento_benito-juarez_heriberto-frias_563_virginia-reyes
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.366632,-99.1979",761173.0,MXN,754287.05,40103.52,,65.0,,11710.353846153846,,,,http://lomas-de-plateros.properati.com.mx/q647_venta_departamento_lomas-de-plateros_dr-francisco-p-miranda_86_ubaldo-velasco
sell,house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",1250000.0,MXN,1238985.86,65873.72,125.0,99.0,526.98976,12626.262626262624,2.0,,,http://cancun.properati.com.mx/mvm0_venta_casa_cancun_tucasahoy
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.430456,-99.1889121",1146320.0,USD,21560559.72,1146320.0,0.0,,,,,,,http://polanco-miguel-hidalgo.properati.com.mx/r7oh_venta_departamento_polanco_marei-bienes-raices
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.400731,-99.125466",1292000.0,MXN,1280312.08,68070.93,,80.0,,16150.0,,,,http://iztacalco.properati.com.mx/od83_venta_departamento_iztacalco_emiliano-zapata_227_edmundo-pardavell-juarez
sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.627081,-87.068985",350000.0,USD,6582975.0,350000.0,,64.0,,5468.75,,,,http://playa-del-carmen-centro.properati.com.mx/jmeu_venta_departamento_playa-del-carmen-centro_calle-14
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,3735000.0,MXN,3701212.05,196784.01,,83.0,,45000.0,,,,http://santa-fe-cuajimalpa.properati.com.mx/p1e7_venta_departamento_santa-fe-cuajimalpa_inventario-inmobiliario-8
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.519724,-99.14607",14800000.0,MXN,14666115.2,779759.96,,804.0,,18407.96019900497,,,,http://gustavo-a-madero.properati.com.mx/m96x_venta_casa_gustavo-a-madero_great-homes
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.469479,-99.104805",2210000.0,MXN,2190007.57,116437.12,,445.0,,4966.29213483146,,,,http://gustavo-a-madero.properati.com.mx/oi21_venta_casa_gustavo-a-madero_norte-82_0_damiana-sanchez
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.337163,-99.080899",748000.0,MXN,741233.2,39409.48,,61.0,,12262.295081967211,,,,http://san-juan-xalpa.properati.com.mx/on0b_venta_departamento_san-juan-xalpa_av-11_71_santiago-luna
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.65231,-87.092578",1303000.0,MXN,1291518.75,68666.76,,117.0,,11136.752136752137,,,,http://solidaridad-quintana-roo.properati.com.mx/rcoy_venta_departamento_solidaridad_avenida-38_alexander
sell,house,|Xochimilco|Distrito Federal|México|,"19.279143,-99.130161",3750000.0,MXN,3716076.4,197574.31,,124.0,,30241.93548387097,,,,http://xochimilco.properati.com.mx/lqlf_venta_casa_xochimilco_rincon-de-los-angeles_104_francisco-pacheco-alarcon
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.361606,-99.201739",949000.0,MXN,940415.03,49999.47,,60.0,,15816.666666666666,,,,http://las-aguilas.properati.com.mx/qbgq_venta_casa_las-aguilas_condor_23_jose-maria
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",10500000.0,MXN,10407481.65,553339.27,320.0,320.0,1729.18521875,32812.5,,,,http://cuajimalpa-de-morelos.properati.com.mx/pho7_venta_departamento_cuajimalpa-de-morelos_quality-360g
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4517419505,-99.1570790112",740000.0,MXN,733305.6,38987.99,35.0,,1113.9425714285717,,,2.0,,http://cuauhtemoc.properati.com.mx/opuk_venta_departamento_cuauhtemoc_portafolios-hipotecarios_7if
sell,house,|Iztapalapa|Distrito Federal|México|,"19.374413,-99.105499",3350000.0,MXN,3319694.98,176499.72,,200.0,,16750.0,,,,http://magdalena-atlazolpa.properati.com.mx/onzd_venta_casa_magdalena-atlazolpa_inventario-inmobiliario-8
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.430456,-99.1889121",20000000.0,MXN,19823774.55,1053979.56,190.0,190.0,5547.260842105264,105263.15789473684,,,,http://miguel-hidalgo-df.properati.com.mx/quv4_venta_departamento_polanco_inmobiliaria-magisto-sa-de-cv
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.435666,-99.14973",850000.0,MXN,842510.39,44794.13,,55.0,,15454.545454545454,,,,http://cuauhtemoc.properati.com.mx/rc28_venta_departamento_cuauhtemoc_paseo-de-la-reforma_0_jose-luis-osegueda
sell,house,|Venustiano Carranza|Distrito Federal|México|,"19.412011,-99.106233",3850000.0,MXN,3815171.81,202842.96,,200.0,,19250.0,,,,http://venustiano-carranza.properati.com.mx/qb0t_venta_casa_venustiano-carranza_retorno-29_5_casamax-escandon
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.41498,-99.177444",3930000.0,MXN,3894448.13,207057.88,,180.0,,21833.33333333333,,,,http://cuauhtemoc.properati.com.mx/l85q_venta_departamento_cuauhtemoc_inmobiliariamoc
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.393401,-99.165187",4680000.0,MXN,4637663.38,246572.74,,120.0,,39000.0,,,,http://benito-juarez.properati.com.mx/oo2t_venta_departamento_benito-juarez_santa-cruz-norte_12_maria-elena-cuevas
sell,house,|Xochimilco|Distrito Federal|México|,"19.276603,-99.137819",2718666.0,MXN,2694072.17,143236.95,,90.0,,30207.4,,,,http://santa-maria-tepepan.properati.com.mx/nic5_venta_casa_santa-maria-tepepan_cuauhtemoc_4_ivan-andres
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.431629,-99.162762",2126666.0,MXN,2107427.53,112046.55,,112.0,,18988.089285714286,,,,http://cuauhtemoc.properati.com.mx/oidg_venta_departamento_cuauhtemoc_rio-lerma_19_fernando-vazquez_act
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1013300.0,MXN,1004371.45,53399.87,0.0,60.0,,16888.333333333332,,,,http://tlahuac.properati.com.mx/h1c3_venta_departamento_tlahuac
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453854,-99.193979",680400.0,MXN,674244.85,35847.88,,65.0,,10467.692307692309,,,,http://legaria.properati.com.mx/pl50_venta_departamento_legaria_felipe-carrillo-puerto_603_jorge-ramirez-linares
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,999375.0,USD,18796744.68,999375.0,256.0,208.0,3903.80859375,4804.6875,,,,http://miguel-hidalgo-df.properati.com.mx/kebu_venta_departamento_miguel-hidalgo_lomeli-brokers
sell,house,|Iztapalapa|Distrito Federal|México|,"19.3383626772,-99.0706713125",1800000.0,MXN,1784139.7,94858.16,160.0,200.0,592.8635,9000.0,2.0,,,http://iztapalapa.properati.com.mx/by2k_venta_casa_iztapalapa
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6523823712,-87.0461797714",1478500.0,USD,27808367.25,1478500.0,0.0,300.0,,4928.333333333333,,,,http://playa-del-carmen.properati.com.mx/m6tx_venta_departamento_playa-del-carmen_village-bienes-raices
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.458968,-99.152898",568696.0,MXN,563551.37,29962.59,,60.0,,9478.266666666666,,,,http://azcapotzalco.properati.com.mx/pd6a_venta_departamento_azcapotzalco_nopal_119_jose-miguel-diaz
sell,house,|Iztapalapa|Distrito Federal|México|,"19.345087,-99.10273",1339289.0,MXN,1327173.27,70562.42,,131.0,,10223.580152671757,,,,http://los-reyes-culhuacan.properati.com.mx/m4uj_venta_casa_los-reyes-culhuacan_morelos_118_zendere
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",3200000.0,MXN,3171051.78,168596.74,,90.0,,35555.555555555555,,,,http://benito-juarez.properati.com.mx/o25c_venta_departamento_benito-juarez_anaxagoras_0_pedro-flores_dcu
sell,house,|Coyoacán|Distrito Federal|México|,"19.346749,-99.145944",992000.0,MXN,983026.06,52264.99,,70.0,,14171.42857142857,,,,http://parque-san-andres.properati.com.mx/n9z6_venta_casa_parque-san-andres_8-andador-de-elvira-vargas_165_carlos-hernandez_c5a
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.332034,-99.062028",683000.0,MXN,676821.23,35984.86,,65.0,,10507.692307692309,,,,http://presidentes-de-mexico.properati.com.mx/pihj_venta_departamento_presidentes-de-mexico_grl-anastacio-bustamante_156_jorge-ramirez-linares
sell,house,|Iztacalco|Distrito Federal|México|,"19.381207,-99.0978814",3200000.0,MXN,3171803.93,168636.73,180.0,264.0,936.8707222222224,12121.212121212122,3.0,,,http://iztacalco.properati.com.mx/ch41_venta_casa_iztacalco
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1199835722,-86.8363599075",9300000.0,MXN,9218055.06,490100.49,1500.0,900.0,326.73366,10333.333333333334,,,,http://cancun.properati.com.mx/qtsg_venta_casa_cancun_trust-realty-mexico
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.3398,-99.215945",3881333.0,MXN,3846221.26,204493.78,,287.0,,13523.808362369338,,,,http://olivar-de-los-padres.properati.com.mx/oi88_venta_casa_olivar-de-los-padres_av-toluca_365_fernando-vazquez_act
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3753948137,-99.1657587614",9350000.0,MXN,9265417.31,492618.62,159.0,159.0,3098.230314465409,58805.03144654088,,,,http://benito-juarez.properati.com.mx/duj8_venta_departamento_benito-juarez
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.305214,-99.046887",322040.0,MXN,319126.64,16967.15,,50.0,,6440.8,,,,http://santa-ana-poniente.properati.com.mx/nitb_venta_departamento_santa-ana-poniente_amado-nervo_1_juan-jose-hernandez-ramirez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.387245,-99.147388",2350000.0,MXN,2328741.13,123813.23,,147.0,,15986.394557823129,,,,http://benito-juarez.properati.com.mx/q5zt_venta_departamento_benito-juarez_cumbres-de-maltrata_452_carlos-hernandez_c5a
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,1706400.0,MXN,1690963.33,89904.21,,47.0,,36306.382978723406,,,,http://campestre-palo-alto.properati.com.mx/ppz3_venta_departamento_campestre-palo-alto_inventario-inmobiliario-7
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.366081,-99.139389",2008000.0,MXN,1989834.91,105794.45,,63.0,,31873.015873015876,,,,http://benito-juarez.properati.com.mx/m5rg_venta_departamento_benito-juarez_maria-eugenia-izazaga
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",4000000.0,USD,75234000.0,4000000.0,713.0,451.0,5610.098176718093,8869.179600886919,,,,http://miguel-hidalgo-df.properati.com.mx/pkbu_venta_casa_miguel-hidalgo_jasesoresinmobiliarios
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.370272,-99.149127",706000.0,MXN,699613.19,37196.65,,64.0,,11031.25,,,,http://benito-juarez.properati.com.mx/pe1b_venta_departamento_benito-juarez_monrovia_302_javier-perez-rodriguez
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6546691,-87.0540165",204950.0,USD,3854802.07,204950.0,91.0,62.0,2252.197802197802,3305.6451612903224,,,,http://playa-del-carmen.properati.com.mx/llt1_venta_departamento_playa-del-carmen_village-bienes-raices
sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1600000.0,MXN,1585525.89,84298.37,180.0,180.0,468.32427777777775,8888.888888888889,2.0,,,http://cancun.properati.com.mx/b9e3_venta_casa_cancun
sell,house,|Iztapalapa|Distrito Federal|México|,"19.366935,-99.077541",1464700.0,MXN,1451449.87,77169.89,,208.0,,7041.826923076923,,,,http://guadalupe-del-moral.properati.com.mx/on7y_venta_casa_guadalupe-del-moral_fernando-montes-de-oca_0_edgar-hidalgo-salvador
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.386715,-99.143999",1515000.0,MXN,1501294.84,79820.02,,70.0,,21642.85714285714,,,,http://benito-juarez.properati.com.mx/ptrg_venta_departamento_benito-juarez_victor-hugo_9_irvin-martinez_9s5
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.367827,-99.289665",7200000.0,MXN,7134866.79,379342.68,,420.0,,17142.85714285714,,,,http://san-jose-de-los-cedros.properati.com.mx/p919_venta_casa_san-jose-de-los-cedros_ahuehuetes_0_tania-mondragon
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.458968,-99.152898",568696.0,MXN,563684.91,29969.69,,70.0,,8124.228571428572,,,,http://azcapotzalco.properati.com.mx/rapi_venta_departamento_azcapotzalco_nopal_119_patricia-macias
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.3641188,-99.2640457",15599000.0,MXN,15461553.0,822051.36,658.0,530.0,1249.3181762917932,29432.075471698117,3.0,,,http://alvaro-obregon.properati.com.mx/h9eh_venta_casa_alvaro-obregon
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.445471,-99.17317",1295000.0,MXN,1283284.95,68228.99,,70.0,,18500.0,,,,http://anahuac-miguel-hidalgo.properati.com.mx/p929_venta_departamento_anahuac_1-ra-seccion_200_ana-leon
sell,house,|Gustavo A. Madero|Distrito Federal|México|,,3700000.0,MXN,3666528.8,194939.99,,160.0,,23125.0,,,,http://gustavo-a-madero.properati.com.mx/q3g1_venta_casa_gustavo-a-madero_cerrada-de-otavalo_1_lucia-rosas-martinez
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6543977622,-87.0861594379",1366114.0,MXN,1353755.7,71975.74,119.0,119.0,604.8381512605042,11479.949579831931,,,,http://playa-del-carmen.properati.com.mx/kpwi_venta_departamento_playa-del-carmen_york-properties_60r
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443903,-99.171681",995333.0,MXN,986328.83,52440.59,,70.0,,14219.042857142857,,,,http://anahuac-miguel-hidalgo.properati.com.mx/p18u_venta_departamento_anahuac_laguna-san-cristobal_189_adami-delgadillo
sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.620914,-87.075059",182000.0,USD,3423147.0,182000.0,0.0,0.0,,,,,,http://playa-del-carmen-centro.properati.com.mx/pzyv_venta_departamento_playa-del-carmen-centro_home-nature-real-estate
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.314831,-99.140445",1119657.0,MXN,1109528.27,58990.79,,100.0,,11196.57,,,,http://coyoacan.properati.com.mx/pvbx_venta_departamento_coyoacan_calz-de-tlalpan_2971_adami-delgadillo
sell,house,|Azcapotzalco|Distrito Federal|México|,"19.464928,-99.180214",5500000.0,MXN,5450245.5,289775.66,,310.0,,17741.935483870966,,,,http://claveria.properati.com.mx/qv79_venta_casa_claveria_cairo_soledad-ambar
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.317741,-99.119331",1189000.0,MXN,1178243.81,62644.22,,86.0,,13825.581395348838,,,,http://coyoacan.properati.com.mx/p6cq_venta_departamento_coyoacan_and-g-edif-17_0_remates-hipotecarios-area-comercial
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.367477,-99.222025",3060000.0,MXN,3032318.4,161220.64,,200.0,,15300.0,,,,http://alvaro-obregon.properati.com.mx/p6km_venta_casa_alvaro-obregon_carretas_0_jorge-ramirez-linares
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.305984,-99.127341",2037000.0,MXN,2019051.28,107347.81,,80.0,,25462.5,,,,http://coyoacan.properati.com.mx/rc1c_venta_departamento_coyoacan_rancho-miradores_150_ivan-andres-martinez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.365843,-99.149901",1460000.0,MXN,1447135.39,76940.5,,60.0,,24333.33333333333,,,,http://benito-juarez.properati.com.mx/qwwp_venta_departamento_benito-juarez_monrovia_624_jose-maria
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",13500000.0,MXN,13377875.33,711267.53,591.0,650.0,1203.498358714044,20769.23076923077,2.0,,,http://miguel-hidalgo-df.properati.com.mx/g7c7_venta_casa_miguel-hidalgo
sell,house,|Iztapalapa|Distrito Federal|México|,"19.383751,-99.071318",3569000.0,MXN,3536713.85,188038.06,,250.0,,14276.0,,,,http://leyes-de-reforma-iztapalapa.properati.com.mx/m597_venta_casa_leyes-de-reforma_11-de-agosto-de-1859_jose-camacho
